,label,thresh,coordinates
330,0,0,"['89', '18', '0', '-87', '1', '-1', '2']"
331,0,0,"['92', '17', '-4', '-90', '3', '-2', '3']"
332,0,0,"['91', '15', '-10', '-89', '1', '-2', '3']"
333,0,0,"['94', '14', '-10', '-92', '0', '-2', '3']"
334,0,0,"['95', '10', '-12', '-94', '0', '-1', '3']"
335,0,0,"['96', '9', '-13', '-95', '0', '0', '3']"
336,0,0,"['96', '8', '-13', '-95', '1', '0', '2']"
337,0,0,"['97', '8', '-17', '-95', '1', '1', '1']"
338,0,0,"['98', '8', '-19', '-96', '0', '3', '1']"
339,0,0,"['99', '10', '-18', '-97', '0', '4', '1']"
340,0,0,"['102', '12', '-20', '-99', '0', '5', '0']"
341,0,0,"['105', '10', '-23', '-102', '0', '6', '0']"
342,0,0,"['108', '11', '-25', '-104', '0', '9', '0']"
343,0,0,"['99', '11', '-17', '-97', '1', '13', '-1']"
344,0,0,"['89', '10', '-11', '-88', '5', '17', '-1']"
345,0,0,"['78', '13', '-7', '-77', '8', '19', '0']"
346,0,0,"['66', '20', '-7', '-63', '9', '20', '0']"
347,0,0,"['63', '24', '-3', '-58', '11', '18', '0']"
348,0,0,"['61', '29', '-1', '-54', '11', '14', '1']"
349,0,0,"['61', '35', '-3', '-50', '9', '6', '5']"
350,0,0,"['55', '35', '1', '-42', '8', '0', '10']"
351,0,0,"['58', '31', '-18', '-45', '5', '-8', '13']"
352,0,0,"['62', '24', '-23', '-52', '-1', '-9', '15']"
353,0,0,"['63', '17', '-24', '-56', '-3', '-7', '14']"
354,0,0,"['72', '15', '-29', '-64', '-2', '-4', '13']"
355,0,0,"['82', '17', '-32', '-74', '1', '-1', '13']"
356,0,0,"['86', '17', '-36', '-76', '5', '1', '14']"
357,0,0,"['74', '23', '-33', '-62', '6', '5', '13']"
358,0,0,"['50', '16', '-21', '-42', '9', '15', '12']"
359,0,0,"['20', '19', '-5', '3', '14', '22', '11']"
360,0,0,"['89', '46', '7', '76', '3', '13', '17']"
361,0,0,"['167', '36', '22', '162', '-37', '-41', '40']"
362,0,0,"['223', '-34', '71', '209', '-43', '-43', '41']"
363,1,1,"['1191', '452', '784', '-774', '0', '38', '43']"
364,0,0,"['169', '-32', '-25', '-164', '3', '14', '-1']"
365,0,0,"['113', '4', '-21', '-111', '3', '1', '0']"
366,0,0,"['64', '-17', '-29', '-54', '2', '-1', '0']"
367,0,0,"['57', '-12', '-24', '-50', '0', '1', '0']"
368,0,0,"['97', '-24', '-23', '-91', '0', '2', '0']"
369,0,0,"['108', '-18', '-17', '-105', '0', '1', '1']"
370,0,0,"['92', '-18', '-10', '-90', '0', '0', '1']"
371,0,0,"['79', '-21', '-11', '-75', '3', '0', '0']"
372,0,0,"['84', '-21', '-23', '-78', '1', '0', '0']"
373,0,0,"['88', '-18', '-22', '-83', '2', '1', '0']"
374,0,0,"['91', '-19', '-22', '-86', '4', '1', '0']"
375,0,0,"['92', '-16', '-30', '-85', '1', '1', '0']"
376,0,0,"['91', '-16', '-26', '-86', '0', '0', '0']"
377,0,0,"['89', '-17', '-23', '-84', '0', '0', '0']"
378,0,0,"['86', '-18', '-20', '-82', '0', '0', '0']"
379,0,0,"['89', '-18', '-25', '-83', '1', '0', '0']"
380,0,0,"['85', '-19', '-23', '-80', '0', '1', '0']"
381,0,0,"['94', '-14', '-31', '-88', '0', '0', '0']"
382,0,0,"['90', '-17', '-24', '-85', '-1', '0', '0']"
383,0,0,"['87', '-20', '-23', '-81', '0', '0', '0']"
384,0,0,"['87', '-20', '-23', '-82', '0', '0', '0']"
385,0,0,"['87', '-20', '-22', '-82', '0', '0', '0']"
386,0,0,"['90', '-16', '-23', '-86', '0', '0', '0']"
387,0,0,"['90', '-16', '-24', '-85', '0', '0', '0']"
388,0,0,"['89', '-20', '-27', '-82', '0', '0', '0']"
389,0,0,"['88', '-19', '-24', '-82', '0', '0', '0']"
390,0,0,"['87', '-18', '-20', '-83', '0', '0', '0']"
391,0,0,"['88', '-18', '-23', '-83', '1', '0', '0']"
392,0,0,"['88', '-17', '-25', '-83', '0', '0', '0']"
393,0,0,"['89', '-17', '-27', '-83', '0', '0', '0']"
394,0,0,"['90', '-18', '-27', '-84', '-1', '0', '0']"
395,0,0,"['87', '-17', '-22', '-82', '-1', '0', '0']"
396,0,0,"['87', '-19', '-22', '-82', '0', '0', '0']"
397,0,0,"['90', '-19', '-25', '-84', '0', '0', '0']"
398,0,0,"['89', '-18', '-25', '-84', '0', '0', '0']"
399,0,0,"['89', '-18', '-23', '-84', '-1', '0', '0']"
400,0,0,"['86', '-18', '-22', '-81', '-1', '0', '0']"
401,0,0,"['87', '-20', '-21', '-82', '0', '0', '0']"
402,0,0,"['89', '-20', '-25', '-83', '-1', '0', '0']"
403,0,0,"['91', '-19', '-25', '-85', '-1', '0', '0']"
404,0,0,"['90', '-17', '-27', '-84', '-2', '0', '0']"
405,0,0,"['89', '-17', '-25', '-84', '-3', '0', '0']"
406,0,0,"['91', '-19', '-24', '-86', '-4', '0', '0']"
407,0,0,"['89', '-20', '-19', '-85', '-4', '-1', '0']"
408,0,0,"['91', '-18', '-19', '-87', '-4', '-2', '0']"
409,0,0,"['107', '-21', '-26', '-102', '-8', '-6', '0']"
410,0,0,"['117', '-25', '-23', '-112', '-13', '-9', '0']"
411,0,0,"['116', '-30', '-15', '-111', '-14', '-8', '0']"
412,0,0,"['134', '-31', '-19', '-129', '-12', '-7', '-2']"
413,0,0,"['161', '-30', '-19', '-157', '-11', '-7', '-4']"
414,0,0,"['183', '-60', '-34', '-170', '-10', '-6', '-6']"
415,0,0,"['200', '-65', '-18', '-188', '-15', '1', '-12']"
416,0,0,"['186', '-46', '-9', '-180', '-4', '3', '-11']"
417,0,0,"['186', '-68', '-14', '-173', '-4', '-1', '-5']"
418,0,0,"['188', '-94', '-11', '-162', '-9', '11', '-8']"
419,0,0,"['186', '-118', '0', '-144', '-10', '43', '-17']"
420,0,0,"['146', '-111', '37', '-87', '0', '43', '-16']"
421,0,0,"['95', '-74', '21', '-55', '15', '43', '-10']"
422,4,1,"['418', '-208', '-296', '-210', '-42', '-43', '-43']"
423,0,0,"['96', '24', '15', '-92', '8', '-5', '-3']"
424,0,0,"['92', '17', '15', '-89', '5', '0', '0']"
425,0,0,"['88', '12', '9', '-87', '0', '0', '0']"
426,0,0,"['83', '6', '4', '-83', '-1', '0', '0']"
427,0,0,"['80', '4', '3', '-80', '0', '1', '0']"
428,0,0,"['80', '5', '4', '-80', '2', '2', '0']"
429,0,0,"['87', '11', '3', '-86', '3', '0', '0']"
430,0,0,"['91', '14', '3', '-90', '1', '-1', '0']"
431,0,0,"['101', '8', '0', '-101', '0', '0', '2']"
432,0,0,"['92', '16', '10', '-90', '-5', '-5', '5']"
433,0,0,"['256', '-138', '161', '-143', '8', '35', '0']"
434,0,0,"['86', '46', '18', '-70', '16', '3', '5']"
435,0,0,"['66', '1', '-2', '-66', '23', '0', '2']"
436,0,0,"['72', '2', '-23', '-68', '14', '-1', '3']"
437,0,0,"['72', '-7', '-24', '-68', '3', '2', '4']"
438,0,0,"['65', '6', '-12', '-64', '-2', '0', '3']"
439,0,0,"['58', '11', '-1', '-57', '2', '-4', '2']"
440,0,0,"['58', '10', '-5', '-57', '7', '-7', '4']"
441,0,0,"['64', '10', '-11', '-62', '9', '-9', '4']"
442,0,0,"['72', '3', '-21', '-69', '5', '-10', '5']"
443,0,0,"['74', '2', '-19', '-72', '2', '-9', '4']"
444,0,0,"['73', '1', '-14', '-72', '3', '-8', '5']"
445,0,0,"['77', '1', '-14', '-76', '6', '-9', '5']"
446,0,0,"['87', '-4', '-23', '-84', '7', '-10', '6']"
447,0,0,"['95', '-8', '-24', '-92', '4', '-11', '7']"
448,0,0,"['101', '-14', '-28', '-96', '2', '-10', '8']"
449,0,0,"['102', '-12', '-24', '-98', '4', '-6', '7']"
450,0,0,"['112', '-15', '-36', '-105', '4', '-5', '6']"
451,0,0,"['108', '-24', '-34', '-100', '2', '-7', '8']"
452,0,0,"['103', '-23', '-27', '-97', '2', '-6', '8']"
453,0,0,"['107', '-23', '-34', '-99', '5', '-3', '7']"
454,0,0,"['107', '-24', '-43', '-95', '4', '-2', '6']"
455,0,0,"['97', '-24', '-36', '-87', '3', '-4', '5']"
456,0,0,"['100', '-26', '-39', '-88', '3', '-6', '5']"
457,0,0,"['100', '-30', '-37', '-88', '1', '-4', '5']"
458,0,0,"['96', '-29', '-34', '-85', '0', '-3', '4']"
459,0,0,"['97', '-19', '-10', '-95', '3', '-8', '8']"
460,0,0,"['166', '-67', '-52', '-143', '8', '-7', '4']"
461,0,0,"['128', '-48', '-38', '-112', '4', '2', '0']"
462,0,0,"['97', '-33', '-29', '-86', '5', '2', '0']"
463,0,0,"['80', '-26', '-28', '-70', '4', '1', '0']"
464,0,0,"['78', '-27', '-30', '-67', '1', '0', '0']"
465,0,0,"['83', '-29', '-28', '-73', '2', '0', '0']"
466,0,0,"['89', '-31', '-31', '-78', '4', '2', '0']"
467,0,0,"['92', '-29', '-36', '-80', '5', '2', '-1']"
468,0,0,"['94', '-28', '-42', '-79', '3', '2', '0']"
469,0,0,"['93', '-27', '-40', '-80', '1', '1', '0']"
470,0,0,"['89', '-25', '-37', '-77', '1', '1', '0']"
471,0,0,"['90', '-26', '-36', '-78', '1', '0', '0']"
472,0,0,"['90', '-28', '-39', '-76', '0', '0', '0']"
473,0,0,"['88', '-28', '-35', '-76', '0', '1', '0']"
474,0,0,"['88', '-27', '-34', '-76', '0', '1', '0']"
475,0,0,"['90', '-26', '-36', '-78', '0', '1', '0']"
476,0,0,"['88', '-25', '-34', '-77', '0', '1', '0']"
477,0,0,"['89', '-26', '-37', '-77', '0', '0', '0']"
478,0,0,"['88', '-25', '-35', '-77', '0', '0', '0']"
479,0,0,"['91', '-27', '-39', '-78', '0', '0', '0']"
480,0,0,"['89', '-26', '-38', '-76', '0', '0', '0']"
481,0,0,"['88', '-24', '-37', '-76', '0', '0', '0']"
482,0,0,"['88', '-25', '-36', '-76', '0', '0', '0']"
483,0,0,"['92', '-26', '-39', '-79', '0', '0', '0']"
484,0,0,"['91', '-26', '-38', '-78', '0', '0', '0']"
485,0,0,"['89', '-25', '-36', '-77', '0', '0', '0']"
486,0,0,"['88', '-24', '-36', '-77', '0', '0', '0']"
487,0,0,"['89', '-27', '-37', '-76', '0', '0', '0']"
488,0,0,"['88', '-26', '-37', '-75', '0', '0', '0']"
489,0,0,"['89', '-25', '-37', '-77', '0', '0', '0']"
490,0,0,"['91', '-29', '-39', '-77', '1', '0', '0']"
491,0,0,"['91', '-27', '-35', '-80', '3', '2', '-1']"
492,0,0,"['94', '-27', '-41', '-80', '6', '3', '-3']"
493,0,0,"['106', '-26', '-49', '-90', '8', '5', '-3']"
494,0,0,"['139', '-32', '-78', '-111', '15', '8', '-8']"
495,0,0,"['182', '-47', '-111', '-137', '22', '14', '-18']"
496,0,0,"['202', '-37', '-138', '-143', '17', '20', '-23']"
497,0,0,"['167', '-13', '-117', '-119', '18', '25', '-26']"
498,0,0,"['148', '5', '-108', '-101', '17', '25', '-29']"
499,0,0,"['121', '13', '-88', '-82', '15', '23', '-28']"
500,0,0,"['104', '20', '-74', '-71', '19', '22', '-29']"
501,0,0,"['72', '19', '-56', '-41', '17', '22', '-29']"
502,0,0,"['43', '21', '-33', '-17', '16', '22', '-27']"
503,0,0,"['38', '30', '-21', '10', '14', '20', '-25']"
504,0,0,"['43', '33', '-12', '25', '13', '14', '-23']"
505,0,0,"['57', '41', '-10', '39', '12', '7', '-18']"
506,0,0,"['59', '39', '-8', '44', '11', '-1', '-11']"
507,0,0,"['60', '33', '-19', '46', '9', '-8', '-4']"
508,0,0,"['60', '24', '-26', '49', '9', '-15', '-1']"
509,0,0,"['62', '6', '-39', '48', '8', '-19', '0']"
510,0,0,"['56', '0', '-32', '46', '1', '-21', '0']"
511,0,0,"['72', '-3', '3', '72', '-4', '-23', '-5']"
512,0,0,"['169', '6', '29', '166', '-13', '-39', '1']"
513,0,0,"['197', '-23', '49', '189', '-43', '-43', '24']"
514,0,0,"['291', '-153', '105', '224', '-43', '-43', '43']"
515,2,1,"['595', '-74', '-502', '-310', '0', '6', '-43']"
516,0,0,"['168', '-34', '-63', '-152', '8', '12', '-1']"
517,0,0,"['74', '-18', '-25', '-67', '5', '2', '3']"
518,0,0,"['33', '-16', '-17', '-24', '0', '4', '4']"
519,0,0,"['75', '-14', '-9', '-73', '1', '6', '2']"
520,0,0,"['118', '-2', '-32', '-114', '4', '3', '1']"
521,0,0,"['110', '-2', '-43', '-101', '5', '1', '0']"
522,0,0,"['92', '-8', '-49', '-78', '1', '0', '0']"
523,0,0,"['77', '-15', '-35', '-67', '-1', '-1', '0']"
524,0,0,"['82', '-17', '-27', '-76', '0', '0', '0']"
525,0,0,"['93', '-19', '-31', '-86', '1', '0', '0']"
526,0,0,"['88', '-20', '-33', '-79', '2', '0', '-1']"
527,0,0,"['85', '-18', '-36', '-75', '0', '0', '-1']"
528,0,0,"['86', '-17', '-32', '-78', '0', '0', '0']"
529,0,0,"['92', '-16', '-32', '-85', '0', '0', '0']"
530,0,0,"['92', '-18', '-30', '-85', '0', '0', '0']"
531,0,0,"['89', '-22', '-31', '-81', '0', '0', '0']"
532,0,0,"['85', '-25', '-30', '-75', '0', '0', '0']"
533,0,0,"['90', '-21', '-30', '-82', '0', '0', '0']"
534,0,0,"['92', '-19', '-32', '-84', '0', '0', '0']"
535,0,0,"['90', '-18', '-32', '-82', '0', '0', '0']"
536,0,0,"['88', '-19', '-33', '-79', '0', '0', '0']"
537,0,0,"['87', '-20', '-35', '-77', '0', '0', '0']"
538,0,0,"['89', '-16', '-34', '-81', '0', '0', '0']"
539,0,0,"['91', '-15', '-34', '-83', '-1', '0', '0']"
540,0,0,"['90', '-16', '-34', '-82', '0', '0', '0']"
541,0,0,"['90', '-17', '-32', '-82', '-1', '0', '0']"
542,0,0,"['90', '-18', '-32', '-82', '-1', '0', '0']"
543,0,0,"['89', '-23', '-34', '-79', '-1', '0', '0']"
544,0,0,"['85', '-23', '-29', '-77', '0', '0', '1']"
545,0,0,"['89', '-15', '-31', '-82', '-1', '0', '2']"
546,0,0,"['88', '-22', '-29', '-80', '-2', '0', '2']"
547,0,0,"['87', '-24', '-38', '-75', '-3', '0', '3']"
548,0,0,"['91', '-23', '-36', '-80', '-5', '0', '2']"
549,0,0,"['95', '-14', '-22', '-91', '-6', '-1', '1']"
550,0,0,"['96', '-13', '-21', '-93', '-6', '-3', '0']"
551,0,0,"['89', '-19', '-25', '-83', '-6', '-3', '0']"
552,0,0,"['89', '-26', '-30', '-80', '-6', '-3', '0']"
553,0,0,"['86', '-25', '-22', '-79', '-6', '-2', '0']"
554,0,0,"['81', '-20', '-16', '-77', '-2', '-1', '0']"
555,0,0,"['83', '-23', '-23', '-76', '-1', '0', '0']"
556,0,0,"['90', '-24', '-27', '-82', '-3', '0', '0']"
557,0,0,"['94', '-16', '-21', '-90', '-4', '0', '0']"
558,0,0,"['96', '-14', '-21', '-93', '-3', '-3', '0']"
559,0,0,"['113', '-23', '-29', '-107', '-6', '-5', '0']"
560,0,0,"['124', '-28', '-35', '-116', '-14', '-5', '-1']"
561,0,0,"['138', '-22', '-32', '-132', '-20', '-9', '-3']"
562,0,0,"['174', '-47', '-23', '-166', '-25', '-10', '-4']"
563,0,0,"['192', '-75', '5', '-177', '-12', '-8', '-1']"
564,0,0,"['243', '-104', '-10', '-219', '0', '16', '-7']"
565,0,0,"['222', '-92', '-10', '-202', '6', '34', '-11']"
566,0,0,"['177', '-68', '0', '-163', '6', '40', '-12']"
567,0,0,"['147', '-55', '14', '-136', '8', '36', '-12']"
568,0,0,"['148', '-82', '9', '-123', '13', '40', '-8']"
569,0,0,"['117', '-30', '55', '-99', '-22', '38', '-22']"
570,4,1,"['555', '56', '-249', '-493', '-1', '-43', '-15']"
571,0,0,"['89', '10', '19', '-86', '2', '11', '-2']"
572,0,0,"['80', '8', '15', '-78', '0', '6', '0']"
573,0,0,"['74', '8', '13', '-72', '-2', '4', '0']"
574,0,0,"['70', '9', '9', '-69', '0', '4', '0']"
575,0,0,"['70', '7', '7', '-69', '2', '3', '0']"
576,0,0,"['76', '7', '9', '-75', '3', '0', '1']"
577,0,0,"['81', '5', '10', '-80', '2', '-2', '1']"
578,0,0,"['84', '2', '7', '-84', '1', '-4', '1']"
579,0,0,"['82', '0', '5', '-82', '0', '-3', '0']"
580,0,0,"['82', '1', '5', '-82', '0', '0', '0']"
581,0,0,"['84', '0', '4', '-84', '1', '0', '0']"
582,0,0,"['91', '-3', '3', '-91', '1', '-2', '0']"
583,0,0,"['94', '-3', '4', '-94', '1', '-5', '0']"
584,0,0,"['93', '-1', '5', '-93', '1', '-4', '0']"
585,0,0,"['90', '-1', '5', '-90', '0', '-1', '0']"
586,0,0,"['89', '0', '6', '-89', '0', '0', '0']"
587,0,0,"['90', '-3', '7', '-90', '0', '0', '0']"
588,0,0,"['92', '-4', '4', '-92', '0', '-1', '0']"
589,0,0,"['88', '-2', '5', '-88', '0', '-3', '0']"
590,0,0,"['85', '-3', '6', '-85', '0', '-2', '0']"
591,0,0,"['82', '-3', '4', '-82', '0', '0', '0']"
592,0,0,"['89', '-3', '5', '-89', '0', '2', '-1']"
593,0,0,"['91', '-3', '6', '-91', '0', '2', '0']"
594,0,0,"['93', '-3', '6', '-93', '0', '0', '0']"
595,0,0,"['93', '-2', '7', '-93', '0', '-2', '0']"
596,0,0,"['91', '-4', '5', '-91', '0', '-2', '0']"
597,0,0,"['92', '-4', '8', '-92', '0', '-1', '0']"
598,0,0,"['92', '-5', '10', '-91', '2', '0', '0']"
599,0,0,"['90', '-4', '11', '-89', '8', '-2', '1']"
600,0,0,"['92', '0', '6', '-92', '19', '-10', '4']"
601,0,0,"['61', '15', '-9', '-58', '13', '-6', '-1']"
602,0,0,"['64', '0', '-12', '-63', '9', '20', '0']"
603,0,0,"['77', '12', '-13', '-75', '0', '1', '2']"
604,0,0,"['70', '-3', '9', '-69', '-2', '4', '4']"
605,0,0,"['71', '-3', '14', '-70', '3', '0', '4']"
606,0,0,"['76', '-7', '4', '-76', '8', '-2', '5']"
607,0,0,"['82', '-11', '-3', '-81', '6', '-2', '6']"
608,0,0,"['82', '-11', '-3', '-81', '3', '-2', '8']"
609,0,0,"['80', '-8', '-2', '-80', '3', '-4', '8']"
610,0,0,"['84', '-11', '-10', '-83', '4', '-8', '9']"
611,0,0,"['95', '-21', '-18', '-91', '2', '-8', '10']"
612,0,0,"['103', '-24', '-20', '-98', '0', '-5', '10']"
613,0,0,"['101', '-20', '-14', '-98', '2', '-3', '9']"
614,0,0,"['97', '-23', '-14', '-93', '6', '-4', '8']"
615,0,0,"['96', '-25', '-20', '-91', '8', '-4', '8']"
616,0,0,"['99', '-25', '-29', '-91', '6', '-3', '9']"
617,0,0,"['97', '-20', '-27', '-91', '4', '0', '8']"
618,0,0,"['91', '-16', '-23', '-87', '4', '0', '8']"
619,0,0,"['90', '-14', '-25', '-85', '5', '-1', '7']"
620,0,0,"['90', '-16', '-28', '-84', '5', '-1', '7']"
621,0,0,"['89', '-18', '-28', '-83', '5', '0', '6']"
622,0,0,"['85', '-17', '-25', '-79', '7', '0', '6']"
623,0,0,"['80', '-13', '-26', '-75', '10', '0', '5']"
624,0,0,"['86', '-15', '-36', '-77', '11', '-1', '4']"
625,0,0,"['86', '-16', '-35', '-77', '11', '-3', '3']"
626,0,0,"['88', '-19', '-35', '-79', '16', '-3', '2']"
627,0,0,"['83', '-16', '-34', '-74', '24', '-4', '1']"
628,0,0,"['92', '-20', '-50', '-75', '30', '-6', '1']"
629,0,0,"['98', '-30', '-57', '-74', '29', '-5', '2']"
630,0,0,"['109', '-34', '-65', '-80', '27', '0', '3']"
631,0,0,"['86', '-27', '-49', '-65', '34', '3', '4']"
632,0,0,"['84', '-22', '-60', '-54', '43', '0', '4']"
633,0,0,"['91', '-29', '-76', '-41', '43', '-3', '4']"
634,0,0,"['104', '-30', '-93', '-36', '43', '-4', '5']"
635,0,0,"['108', '-36', '-99', '-24', '43', '-5', '6']"
636,0,0,"['102', '-42', '-93', '-3', '43', '-5', '7']"
637,0,0,"['95', '-38', '-86', '16', '43', '-8', '7']"
638,0,0,"['107', '-42', '-96', '20', '43', '-13', '8']"
639,0,0,"['115', '-51', '-99', '29', '43', '-15', '9']"
640,0,0,"['120', '-57', '-96', '44', '43', '-12', '5']"
641,0,0,"['139', '-60', '-111', '58', '43', '-9', '-1']"
642,0,0,"['143', '-53', '-105', '82', '43', '-10', '-4']"
643,0,0,"['154', '-49', '-120', '83', '39', '-12', '-8']"
644,0,0,"['162', '-46', '-126', '90', '30', '-11', '-18']"
645,0,0,"['175', '-42', '-134', '105', '20', '-12', '-24']"
646,0,0,"['173', '-35', '-116', '123', '14', '-17', '-25']"
647,0,0,"['177', '-44', '-88', '147', '16', '-22', '-22']"
648,0,0,"['210', '-34', '-82', '190', '23', '-27', '-20']"
649,0,0,"['228', '-27', '-82', '211', '15', '-39', '-19']"
650,0,0,"['288', '-24', '-40', '284', '-26', '-43', '-18']"
651,0,0,"['339', '-34', '42', '335', '-43', '-43', '-15']"
652,3,1,"['484', '-112', '199', '427', '-43', '-43', '13']"
